RecordID,Date,Country,TemperatureAnomaly_C,CO2Level_ppm,ExtremeWeatherEvent, EconomicImpact_USD ,PopulationAffected
136ce998-1191-4452-9fb3-6e7f7e4a22fe,4/1/2011,Russia,0.41,387.46,Flood," 9,465,330.02 ",2470770
81309212-8854-41f6-b09d-e5209fc58744,5/19/2007,Japan,0.16,393.32,Wildfire," 3,135,280.32 ",2742120
373d33ba-068f-4cee-bd0d-cfc96c5750d1,11/3/2011,Germany,1.03,378.79,Heatwave," 2,013,516.77 ",4992070
3dd68537-9283-47e8-a396-6cf7eb750f03,1/23/2002,Japan,-0.45,375.19,Wildfire," 2,452,763.57 ",4789950
6d70f00f-6c8b-4cd0-bcf5-b2b830186d07,1/10/2013,Germany,-0.54,405.9,Hurricane," 4,811,042.70 ",259649
2753eb29-7b3d-4ade-babe-448a6972fc26,3/4/2011,China,-0.15,388.34,Heatwave," 8,893,251.61 ",1619829
d5ec4321-4e58-4f8e-a114-b66fbe35ba3d,11/24/2021,Canada,1.66,359.38,Heatwave," 2,787,348.99 ",2887737
89f3d3ab-1071-4d08-83bd-701981851d86,12/25/2012,Brazil,-1.06,412,Flood," 2,768,272.85 ",1053640
9b2a51bf-569e-405e-8933-00cdf07d1913,12/1/2012,Germany,-0.35,391.41,Hurricane," 889,668.99 ",2211193
ad0fa495-6cbb-4c0e-980b-900f5698808f,4/14/2008,Russia,1.94,418.97,Tornado," 235,737.88 ",2233149
8db33bd4-2761-4e88-a9af-05538137b16a,9/20/2001,Brazil,1.62,409.47,Drought," 2,398,757.03 ",1263125
96a2e9b8-5f42-4995-92b5-03ed9271f511,12/20/2017,India,0.44,410.14,None," 8,902,293.72 ",3524271
c4e0beff-6f21-4fdb-ba63-5e22e2aad24b,6/15/2023,Australia,1.8,398.94,None," 4,339,042.39 ",2795105
356ca026-45fb-476f-b1dc-b4883761f4c8,5/25/2009,Russia,-0.07,384.29,None," 2,820,104.59 ",4720676
643bd7a9-515c-4eef-9730-7f7b7bf2e162,7/2/2008,Germany,-0.62,406.36,None," 5,414,041.55 ",2719446
3701fc4f-cb3c-41df-abed-c31cc8b57b8e,9/23/2005,China,0.41,356.27,None," 5,129,529.52 ",2942015
cf92a99e-041a-4a59-8869-4eede994fcfd,10/5/2017,Russia,0.47,396.25,Hurricane," 3,187,148.25 ",559216
4691a021-8f99-4d30-8ad6-e397c407d030,6/8/2011,France,1.39,384.06,Drought," 3,398,030.48 ",160652
7e7be5fa-c499-40c4-8493-d914020f011f,9/3/2023,China,-0.06,408.1,Drought," 4,533,805.90 ",3448996
63f9dc5b-d6f0-4528-a29a-4c43290ad2f1,7/14/2022,France,1.43,365.66,Flood," 5,086,781.74 ",1602979
80927393-966c-41a4-9ce2-195e12fd3998,11/26/2000,Japan,-0.43,359.37,Tornado," 8,745,216.40 ",2434670
0258a3d3-f556-4969-af84-e4eef14a2ac0,11/7/2013,Japan,-0.44,391.49,Tornado," 2,740,606.97 ",4868360
d3ed23f0-574e-41c0-ad92-a0616ac4051a,12/30/2010,France,1.61,368.74,None," 6,901,912.51 ",841674
1c0db135-9ff4-4bb7-9af0-9ee0e239b2d4,5/29/2005,China,-0.23,363.54,None," 3,059,369.64 ",1011745
06319051-d56e-4852-8b9a-339657047d9c,1/19/2008,Brazil,-1.23,411.02,Flood," 4,375,275.22 ",1566863
f5855a3c-8e80-4e91-9ed0-fcd48c4aa424,11/18/2000,China,0.73,379.03,None," 2,627,382.12 ",1267184
ed61c28e-c4d5-4782-8eb2-b8978adf0856,11/7/2004,Japan,-0.17,373.41,None," 136,927.12 ",174789
12465df0-84bd-4cc3-a76f-403e046661db,2/27/2021,France,-1.91,380.99,Heatwave," 8,368,676.75 ",3723309
fc3ae765-a0d0-453a-b604-ca73f421250e,4/7/2006,India,-0.37,392.77,Tornado," 5,469,011.82 ",2803337
ec6ea304-cbb3-4e98-8843-4b05c0343522,10/6/2014,China,-1.29,393.2,Hurricane," 7,085,491.09 ",715768
dfd04ee9-bc92-4d58-adb4-2eafae2b1cde,8/12/2009,China,-1.95,353.7,Tornado," 8,709,160.98 ",431759
a69b5253-d5bf-4af3-906a-db6180bca676,12/25/2017,India,-1.51,388.14,None," 618,381.16 ",1180828
22dd4c53-6b14-4bd9-98ce-b48fc5fb28c3,8/28/2001,Japan,0.15,416.52,Wildfire," 3,969,292.63 ",544698
2a0c25dc-8c89-44b2-a26f-937f662c9e6a,2/4/2004,Brazil,-1.64,360.82,Tornado," 5,258,405.56 ",3969057
1dafa10a-151a-4639-89bd-06d7b3c5319f,10/19/2012,India,-0.86,356.55,Tornado," 3,527,414.00 ",3444115
426aec7f-af35-45ea-a1d7-a44c3b699ac5,5/25/2014,Russia,-0.92,386.75,Hurricane," 3,865,775.03 ",2348198
7d881552-973b-4be9-868d-0979f2d29bc3,8/31/2014,Brazil,-0.43,363.55,Flood," 173,783.61 ",3390115
d5d2f2d0-4f9b-4be1-8829-63314fc47f40,5/4/2008,Canada,-0.51,361.91,Wildfire," 6,724,248.16 ",1170119
53f10caa-8d70-499f-b7bb-d7e9cea5f355,1/16/2007,Canada,0.33,393.63,Hurricane," 2,717,705.97 ",1320148
acd66563-527c-4f50-a504-815c745ca7ee,12/29/2001,Brazil,-0.27,367.9,None," 7,780,646.44 ",789290
ea677372-dede-4d2b-bbdd-7801ecda1f3c,7/16/2000,USA,-1.77,363.01,Drought," 3,859,791.82 ",2067562
d78a3788-b051-4fb5-8aa7-74eef5c70acb,8/31/2010,Russia,1.34,415.83,Drought," 9,750,433.23 ",2840230
98fe2e54-29d8-4e0e-bd40-f76cfe3bb6a7,12/8/2022,France,-0.24,354.49,None," 6,687,529.11 ",1707446
080459ed-4ae4-483f-abd6-96411c10ac7b,7/29/2008,France,0.26,359.14,Hurricane," 8,508,110.50 ",2372432
17374ac8-2fb5-4460-a0a7-93db620a60d3,7/5/2012,Germany,-1.13,350.6,Drought," 1,164,909.14 ",1488087
f5cbc96c-e3bc-4004-8b11-e43b3dd8e10d,1/17/2010,Brazil,1.09,405.34,Flood," 4,749,749.89 ",3771054
3658c206-e945-4c48-833d-aa790902ba3f,11/24/2000,China,1.67,402.66,Tornado," 7,053,929.45 ",3191574
92d99682-43b8-45ce-b90a-71d2565b7b3c,1/23/2005,Germany,-0.62,354.56,None," 5,329,134.69 ",2802836
2d15b650-1e02-43cf-958b-d8e63b237c66,11/21/2017,USA,1.1,386.08,Heatwave," 787,866.96 ",2326942
b844b56f-d8e7-453d-91f1-8975f0cbeebc,9/10/2006,India,0.48,395.54,Drought," 7,680,397.62 ",1064419
d16fbd7e-f43e-4a24-ad48-bc1d92e92e3d,10/17/2015,Australia,-1.53,401.48,Hurricane," 5,690,728.22 ",3904845
5756207f-c325-4b1f-b1d3-007a723194a2,11/10/2021,Canada,-0.17,395.12,None," 5,669,452.39 ",4635441
4ca3dbf3-5034-46d0-b376-e7f9f9277646,9/8/2010,India,1.92,358.8,Flood," 8,624,326.01 ",2570155
02833dcb-f198-45fc-b8ee-194afdc812af,1/28/2005,Australia,-0.04,374.58,Tornado," 2,882,181.37 ",850801
477fb494-042c-403f-9726-e52238aed09a,9/10/2012,Canada,1.08,367.98,Tornado," 2,814,490.08 ",2487857
436b4afc-66d3-4188-bea9-e733c46c498a,12/14/2016,Germany,-1.7,370.01,Tornado," 5,031,195.95 ",1826647
41283ad6-e657-4ca1-ae9c-853a9d7e4013,10/18/2007,Russia,-1.69,407.62,Wildfire," 4,136,958.98 ",4047069
80b87063-cf3a-4dfe-a2b0-244469917284,6/21/2008,Russia,0.76,384.45,Flood," 8,922,252.79 ",4186294
b9ee7c19-52d4-46b4-bba0-9a19970d37c3,6/13/2007,France,0.19,384.67,Wildfire," 8,475,072.40 ",1800706
6d84f173-1a68-4059-98d5-ae6145e26243,10/15/2008,Australia,-0.36,415.47,None," 3,951,522.42 ",952160
a5c848ec-0887-484c-9962-f26e4b869cdc,12/8/2001,Brazil,1.84,397.14,Hurricane," 5,402,251.96 ",4609966
81802e2a-4f0a-4dc1-961a-55c7a90c50e3,5/11/2012,Russia,0.63,369.13,Hurricane," 5,901,104.35 ",4879202
59fae6e5-8eab-4bab-8862-0bad976729a3,4/15/2004,India,-0.99,391.94,Tornado," 8,416,407.47 ",1848849
8a704353-93c8-4f09-92d3-f4fc63facd0c,9/3/2017,USA,0.72,406.91,Tornado," 4,445,215.50 ",1871786
f4d590ff-26e6-48aa-bafe-dc63ac29ac8c,1/15/2015,Russia,-1.91,392.29,Heatwave," 3,871,185.37 ",2477574
1fde6035-f82c-497b-bbf5-7ae44a814f52,1/16/2009,Japan,-0.49,373.01,None," 7,741,567.08 ",2668167
6a05daa1-b322-4b53-87a9-4bc389c02d6d,5/11/2016,China,-1.12,355.42,Flood," 6,182,389.89 ",2551563
03464e72-2f0e-4f78-a399-15b17f1d76ab,6/22/2007,France,0.32,388.62,None," 1,351,063.86 ",4173523
8ada5f93-9598-47ff-8531-21011f16f7ea,4/14/2004,USA,-0.83,369.55,Tornado," 8,671,951.76 ",1525450
d9a14220-8d80-4027-8703-02a9b81fd469,9/5/2019,India,-0.39,386.84,Tornado," 4,270,174.35 ",388549
f7e47f5d-6a65-4859-98b9-a01b848496b7,8/4/2014,China,-1.61,365.35,Hurricane," 6,980,607.62 ",4333986
c9d71eff-f094-493c-b28a-04da39c6d877,3/25/2008,Brazil,-0.59,385,Tornado," 3,008,136.84 ",3976773
a1f14f6c-13d3-4e9f-8a37-6af62a85e932,10/1/2020,Russia,1.13,398.81,Tornado," 8,926,240.00 ",2486111
6f924f36-e6a0-45c2-9f85-1c384ea7c0da,5/16/2011,Canada,-0.89,401.89,Flood," 4,588,884.23 ",3278754
73e200d7-8d4b-4a6c-a2c5-ee46b11c0a18,1/30/2020,India,-1.37,367.88,Heatwave," 65,579.12 ",1039944
2a170706-46ed-4c2b-ae3a-766b68c6fdb6,7/28/2016,China,1.32,378.84,Hurricane," 5,086,838.48 ",1681388
fedaf354-0d23-4926-ac6b-908d50aa8a1c,6/22/2000,USA,-1.14,364.33,Flood," 3,492,248.85 ",4793395
852543ba-7a31-404d-b60c-2b8832554e01,12/29/2002,Australia,1.84,359.34,Tornado," 7,452,420.37 ",2474762
a463e6f6-ac66-423c-b3ff-2e42f68ce083,1/15/2019,USA,1.69,382.3,Wildfire," 2,987,614.16 ",3560410
73c64baf-7632-4e67-909b-6e80ec76ac2e,6/17/2008,China,1.79,350.89,Wildfire," 118,556.35 ",2269721
26e3ad35-20d4-4520-bfe2-d451b26109cc,7/19/2000,Brazil,0.72,356.59,Flood," 810,252.79 ",3041694
fce307f6-ecb6-4001-a992-997f23aa5360,11/28/2000,Russia,-0.26,417.83,Tornado," 7,245,285.94 ",657677
c83f4fee-462e-4fca-938b-26d6d1211248,9/22/2009,USA,0.16,390.8,Tornado," 5,695,831.37 ",4823116
ae6a7dc2-c63a-4448-b816-ec7905322a51,12/3/2003,Brazil,-0.33,374.34,Tornado," 277,645.62 ",4346500
62aa8824-20ec-475d-81fc-3cc85ad91db2,1/28/2001,China,-1.87,401.12,Wildfire," 9,774,140.21 ",4625087
090466da-a048-4c5c-a770-56902eed9105,1/30/2022,Japan,-1.49,390.75,Tornado," 3,551,213.92 ",4688786
403295e1-0abc-41ab-a4a6-66bfd882c65d,11/3/2023,Brazil,0.81,378.26,None," 1,411,737.41 ",4028103
ae91478e-92ae-4aea-b0da-0820c863c34d,5/3/2000,Brazil,1.59,357.79,Drought," 77,160.46 ",1826431
0b09bb02-c3f8-473a-8732-9303a4abea87,6/25/2020,Japan,-1.48,393.4,Tornado," 2,151,740.87 ",2320494
57dd6a1f-08b5-48fd-8484-a4ad0b20397f,1/29/2004,Germany,-1.71,388.99,Drought," 586,109.33 ",853783
5d8d39ee-3495-4de1-9d23-addeeb278d3d,8/25/2004,Australia,-0.67,403.58,None," 7,517,718.30 ",2547811
432bb63e-e488-4cda-a7e6-0092f5c13bed,1/14/2001,Germany,0.34,411.17,Hurricane," 2,766,987.77 ",1325442
50f23809-b5cd-42ea-bc94-24a8f1f556cb,12/10/2003,France,-0.97,364.94,Drought," 8,433,453.02 ",2262507
60f34e7b-c541-4628-be23-5dab18a15f4f,4/12/2003,Australia,0.48,367.86,Wildfire," 9,047,323.82 ",132820
065e200e-9b5d-40d4-8438-20025c46c30a,5/12/2000,Brazil,-1.19,382.2,Drought," 6,091,841.12 ",2672775
2f08f5bd-482b-4df0-9a88-13667f9d53ad,7/9/2004,India,0.44,419.34,Tornado," 6,199,102.79 ",548339
a7a5c298-da3b-42aa-b9c3-64118142766c,6/8/2014,Australia,1,395.04,Hurricane," 4,371,638.51 ",397716
034fae48-b74b-4d41-b982-a39b593dee03,9/3/2010,Canada,0.59,380.3,Flood," 8,063,851.92 ",4471091
d1156286-ee5a-4123-8d01-3d3b35debd1e,8/27/2004,France,-1.11,394.12,Drought," 1,073,249.41 ",1948469
fb57ce2b-76a8-4c3c-b50c-21d9bc1aa247,10/3/2021,Brazil,1.39,370.93,Drought," 4,855,013.86 ",3890436
3248a298-60f1-405b-974e-c483960fc688,4/20/2007,Japan,1.76,401.94,Drought," 7,810,805.31 ",2635447
689b2e76-7927-42e0-a71b-9b45c5c7f58e,12/23/2021,Australia,-1.86,376.39,None," 1,291,106.47 ",4706830
0d45733c-517a-4b23-8918-b15e840126d3,10/22/2003,Canada,-0.66,397.08,Drought," 5,639,504.18 ",1749270
8a962c53-58eb-4539-a7a3-4f3dc164bffe,8/30/2012,China,-0.78,404.18,Flood," 2,312,132.13 ",3398383
3344dea8-7fc8-4bc0-9453-9d5e9e7dbf17,12/23/2010,Australia,-0.36,362.98,Wildfire," 5,668,844.29 ",1573869
800e481a-5d0e-4b67-9672-311ab398e3ac,9/21/2014,Germany,1.62,383.08,Heatwave," 4,368,680.80 ",3400440
3a4ad4c4-e994-4b19-ab04-f24ae61ecc18,3/14/2017,Russia,1.51,366.67,Drought," 8,944,707.26 ",3193363
3bc685c4-3111-4866-a308-6e8eb19dfe17,3/3/2020,Australia,-0.13,374.39,Hurricane," 4,310,309.20 ",3578127
a50186d0-610c-40de-9a48-b59d8d4f3946,10/16/2001,France,-0.85,369.83,Tornado," 5,661,062.73 ",4507253
9db6ac0a-3eb7-4a42-a112-8cf103a83412,8/19/2002,China,1.62,356.98,Hurricane," 5,120,193.69 ",2795563
59852703-b850-4a94-ab07-866044170a16,6/10/2020,Germany,1.95,352.07,Tornado," 8,157,518.97 ",1008654
969c1645-cf04-4302-80fc-d5c70e57a452,5/12/2018,Brazil,1.47,371.28,Flood," 7,945,487.31 ",222623
334f33d1-beea-4a37-82f9-c5bd9a778802,12/16/2018,USA,1.78,369.28,Wildfire," 9,802,299.47 ",1555659
5e28a9dc-55ad-4864-bbb4-91a34c3cf792,5/3/2004,Russia,-1.41,368.42,Flood," 2,930,597.03 ",3074542
fabadd22-b1f9-4f4b-a8f9-0e8538798c0c,3/20/2009,Russia,-0.37,374.36,Flood," 2,598,155.00 ",1614381
92ba2917-c567-4fe8-92a8-8c41b61c47ee,8/23/2005,Canada,1.9,400.41,Hurricane," 3,942,855.62 ",3913333
73f647a9-d384-449b-bc74-474761c5e617,9/16/2004,Brazil,1.03,398.2,Hurricane," 5,107,963.27 ",3445053
722b45e5-5a72-4151-ac21-99dddacc482a,2/13/2017,Germany,0.48,418.18,Hurricane," 5,316,125.14 ",2995046
bbad54c0-359b-43c6-bc38-1cfe34bfc96f,8/19/2014,Australia,-1.65,369.41,Heatwave," 1,027,115.35 ",2649133
c277111a-5315-4c51-ad12-987baf11d055,10/16/2008,France,0.56,367.9,Heatwave," 5,752,181.07 ",3098540
67740e89-acf5-4f2c-b8d1-7803e10f967f,10/11/2010,India,-0.67,393.09,Wildfire," 9,795,005.04 ",701419
49b68f36-c422-4f67-9844-3ae3a46e86c6,2/14/2013,Japan,-1.91,382.85,Hurricane," 5,575,894.24 ",4977206
b504c26b-e67f-4c2b-b65b-c919af627b6e,11/4/2000,Canada,-0.08,379.56,None," 6,999,386.89 ",2356666
2f477024-eb5a-4889-a8e2-edd33528dea3,8/30/2013,India,-0.7,372.29,Tornado," 2,171,263.93 ",1400201
fd9e0ece-301b-4374-b034-aa9cdc90ebfb,12/12/2015,Australia,0.75,356.11,Drought," 2,035,774.93 ",1511012
da2e8867-2b6d-4541-92d6-57f048913923,12/27/2001,USA,-0.23,395.19,Hurricane," 1,837,878.63 ",1058542
a24717a3-68a7-4ad9-8435-a54c496f635f,10/1/2013,France,-1.69,381.82,Tornado," 4,354,534.60 ",4470801
a81e4187-68b4-43f8-98f9-4d32eb770467,10/21/2007,China,1.11,397.86,Tornado," 5,392,150.51 ",1868538
225715ad-4ed3-4a9a-b88f-db613aff7b26,1/27/2023,Australia,0.14,403.31,Drought," 436,579.24 ",1000351
70ffcf5f-1306-4b4e-9e2d-33e5d07006b9,12/2/2011,China,-1.86,374.24,Tornado," 5,549,516.56 ",4811542
e985ac3b-e4d2-49d0-b0be-9f0afefc9624,1/31/2006,Canada,1.45,397.65,Hurricane," 876,748.15 ",3596058
3e137dc6-b840-4192-9a37-7d891aada14a,2/6/2014,France,0.75,354.48,Tornado," 8,927,333.24 ",4073485
ba2255bc-305e-407d-bdc1-ac1d64153dc1,3/24/2015,China,-0.15,411.74,None," 1,528,955.24 ",4404355
a574900e-2163-43a9-9985-fc9cde97a83d,3/31/2001,Russia,-1.99,392.35,Tornado," 8,134,360.90 ",2327471
40458d52-4761-4f84-85cf-97863fb123c3,8/4/2018,France,0.31,350.32,Wildfire," 3,118,756.37 ",3548954
e9db2b55-792f-4f20-84c1-031f9be0b6c8,12/26/2022,China,1.05,410.9,Wildfire," 2,907,367.14 ",4689999
2f942ede-94f3-4e10-beaf-b25e28ae5b79,6/8/2009,China,-1.95,394.94,Heatwave," 3,936,040.98 ",4587740
9ef57782-5162-4a29-b167-7fa020e0cc43,10/26/2023,USA,1.32,415.13,Drought," 6,472,141.74 ",4201256
68211940-53a6-451e-b936-51318e731f52,2/19/2012,Australia,-0.7,389.24,Wildfire," 7,690,498.23 ",372129
539a9178-b98b-4727-8d22-50b853a26e09,10/18/2013,Russia,-1.68,410.15,Tornado," 7,215,064.90 ",4650789
7f932bce-a69b-4151-9983-081eaafcfc15,11/15/2013,Germany,1.79,403.31,Tornado," 4,899,466.68 ",1760921
08b41585-4653-4766-a03f-4db4e662ca82,10/4/2010,Germany,-1.3,389.17,Wildfire," 7,134,794.30 ",3983675
3e8cd7fb-fb0b-4ed8-8983-39ea64d54566,4/6/2011,China,0.01,403.18,Heatwave," 389,935.55 ",595295
f9c84c0c-2ae4-4f6e-8dd4-0091c4565194,4/21/2010,France,-1.1,382.15,None," 2,727,778.76 ",3138213
ff742017-bade-4908-8827-c7a02a7d3020,1/7/2017,Brazil,1.75,363.02,Wildfire," 975,345.98 ",1498130
7f88cb22-f2eb-4ad1-95d6-d4db419bb0d1,3/4/2009,Russia,-0.08,392.47,Tornado," 3,434,878.25 ",3257383
ae180988-dc31-4065-ad15-ffb44933369d,3/28/2016,Brazil,-0.18,399.34,Tornado," 2,965,316.01 ",3802484
fced10f9-dc60-4ef8-885c-1ca9de51443e,11/17/2011,Germany,-0.66,411.68,Heatwave," 4,546,928.08 ",1785858
723f7196-8940-4013-b9de-abc2e34efd56,1/4/2010,Japan,0.21,380.65,Flood," 5,665,602.13 ",400511
f2109fbb-828a-47c8-ac97-c17e314ab3e5,6/26/2022,Brazil,1.84,402.49,None," 8,701,140.86 ",4915697
37c21123-c4ea-4eec-9f7e-8195efdd7970,12/25/2018,China,-0.41,415.84,Tornado," 7,761,978.24 ",873357
faec1c3b-4f77-4718-97c8-df009acf0fc9,7/27/2014,USA,0.15,386.69,Hurricane," 1,734,437.03 ",708686
d70433f3-0975-4c09-b3aa-315722ab288d,10/1/2011,China,-0.51,395.4,Wildfire," 4,373,519.02 ",3597026
03f15bb3-1e95-4c57-a558-c3f98ba5df25,5/29/2020,Russia,-1.81,374.61,Hurricane," 8,169,723.41 ",3259735
700f878c-0b94-4b87-be51-5069ec95cbc1,7/10/2011,Brazil,-1.23,388.77,Flood," 3,570,725.58 ",2860111
f1bcf698-5e0e-48d7-a431-cb4a2e33e435,9/18/2022,Germany,1.87,397.13,Drought," 9,738,864.09 ",3881640
6e7ff0c7-6e1c-4851-aa35-66806bb42337,1/3/2008,Canada,-0.04,358.66,Wildfire," 7,782,597.20 ",3167418
75d8d822-b3bd-4e4a-b324-60d6396b7a49,12/29/2011,France,0.2,379.27,Hurricane," 8,429,208.31 ",3211510
51c6fccd-f312-4aee-87eb-c2b5c54aa65d,4/19/2000,India,1.13,353.51,None," 2,979,562.13 ",4326423
59ff1c51-8f44-461d-a3ab-be33a10fa5d2,12/14/2019,Russia,1.54,388.17,Heatwave," 288,685.23 ",4732018
55a73715-25df-43a1-bedd-a6849fd2dea3,10/29/2006,India,0.92,419.93,Wildfire," 7,110,406.76 ",1528256
6109a499-0fef-48f5-a9cd-1d40ff8fa3fb,3/12/2010,India,-0.48,396.86,Wildfire," 5,589,547.05 ",4089655
2828edef-d23b-4673-ae0c-45ab9b05b89b,5/15/2011,India,-1.84,366.08,Wildfire," 8,075,951.56 ",471061
4d3dc7f0-b4f1-4f08-8893-7ad27b289ef3,4/10/2016,France,1.6,417.47,Flood," 4,101,009.08 ",816443
3bace363-bc49-4794-acf2-c1a27f39d882,6/30/2014,Australia,0.3,411.47,None," 6,512,507.50 ",2825665
9c5d67f5-0f59-4e2d-a7c9-7aff0b6b86da,3/1/2017,France,0.88,374.7,Heatwave," 1,830,821.61 ",659233
c4a156f4-09d1-494f-af9c-c4e90adca0d7,8/4/2011,Australia,1.81,364.44,Flood," 7,756,296.24 ",4512421
c0072fbf-3ff5-49de-a8ed-7d904f555cd4,1/9/2006,USA,-1.17,351.64,Heatwave," 1,683,187.52 ",1433748
2cf11d2b-99a7-43a8-9a67-2ddaa021412d,12/29/2023,India,1.8,412.21,Tornado," 8,149,603.32 ",4220398
b79d067c-e051-49a1-82a3-1a6d5358b06a,8/6/2002,Russia,-0.81,362.41,Tornado," 4,477,686.48 ",1805969
84c69a7b-5771-4050-8e8a-7ab8abcc586f,6/22/2015,France,1.2,372.47,Drought," 5,416,951.73 ",1875712
be45d7fd-ca63-4813-b543-cbed0554a8dd,7/16/2013,Australia,-1.85,378.5,Hurricane," 1,969,446.07 ",1493397
44f5a6ca-010a-490f-b7a5-033701e32328,7/27/2019,Russia,1.4,365.93,Tornado," 8,151,584.12 ",2387392
d1e17a66-6ebf-4979-932f-ee5ac6709c9e,9/1/2017,Brazil,1.64,379.74,Flood," 2,862,915.49 ",2660308
5b7b674e-8aad-4ff6-b4d9-1fc3cf41a454,11/25/2016,India,-0.98,406.2,Flood," 6,596,258.98 ",3066978
e2abe121-a4df-4d47-9cd6-dcdfa1c420b3,10/19/2008,Canada,0.89,415.33,Tornado," 7,545,880.87 ",1923539
db5eb722-e4cb-4cae-9e46-40da36a8b826,5/4/2016,Russia,1.28,381.98,Wildfire," 7,630,489.93 ",3874168
b066c4d1-5461-42ae-a654-2fd3bc70576c,8/3/2007,USA,1.27,397.45,Wildfire," 5,624,578.33 ",4781952
ac877f73-1010-421a-a261-503ecd3e037f,11/24/2022,USA,1.3,366.48,Hurricane," 4,590,754.86 ",3650286
49adc0ec-f267-4528-b2e7-c7a82f049660,9/6/2018,Russia,-1.98,389.91,Drought," 5,618,354.65 ",761149
92c7233c-1152-420f-90d8-f5e409a3a13b,3/11/2001,India,1.46,415.99,Tornado," 4,521,034.66 ",1996254
4d5cb560-0bc6-40ff-827d-c5355e6ea4ba,3/2/2018,Brazil,1.91,415.25,Hurricane," 6,743,430.82 ",4984151
debc464a-e346-4a1f-a4cd-557bb7717fc4,9/21/2019,USA,-1.8,353.53,Flood," 9,307,329.02 ",265522
acb34d5c-3971-40d7-97ea-1afc6339613d,12/1/2005,Canada,0.18,351.11,Tornado," 1,933,375.86 ",2294895
c223fb0f-08e1-4d4d-9087-0af35c28b636,2/2/2022,Canada,1.81,407.83,Wildfire," 4,692,715.85 ",3153608
e5e8c575-b900-4ffe-981a-815b47b6e82c,1/3/2021,USA,-1.87,351.15,Hurricane," 9,147,193.64 ",441549
cc0938bc-8d87-4c86-8cea-f08b87188280,8/18/2000,India,0.48,403.04,Wildfire," 9,389,736.52 ",3902413
1cf76142-e5e8-4ad3-bb92-9cce66fa7caf,9/19/2015,Australia,0.3,404.98,None," 7,301,786.64 ",1054154
6e0b24f6-f25c-45a7-a9e7-48751acd19e9,12/15/2021,Canada,0.17,380.58,Hurricane," 3,868,671.38 ",1284151
3a364622-4a73-4bc7-a6a9-cf4178fadce8,7/16/2001,Brazil,-1.53,355.82,Hurricane," 4,858,528.00 ",4973004
f578febe-108c-4349-ba8c-dc6497f88c16,12/14/2005,France,0.45,407.33,None," 4,423,097.37 ",2191189
96749bd6-32e3-46c9-84b8-59a1b60d8463,3/8/2023,India,0.13,373.29,Heatwave," 4,640,981.65 ",2717598
177a6e94-2e8e-46d1-af79-c46674f997fc,10/30/2022,Russia,0.06,391.17,Hurricane," 3,012,142.90 ",39693
f520f104-b7f4-4214-b0ed-72d4b7609939,3/2/2003,Brazil,-0.72,386.34,Heatwave," 6,490,067.09 ",1147146
f15341a6-ae4a-4206-96b0-ae7c7b5991ec,12/12/2020,USA,1.39,410.19,Flood," 5,370,480.99 ",1787079
80909d09-f49d-4cc4-99d3-e3a4ac8b0510,7/31/2011,Japan,0,416.03,Wildfire," 4,780,225.25 ",4421503
bee30e4f-1d53-4eff-a5e4-d53beba1f7e3,12/26/2010,Canada,-1,409.25,None," 5,511,682.99 ",2175134
b9c571bf-1d9e-4af8-aa04-2eaf17866c35,10/3/2014,Germany,0.43,380.58,Drought," 6,871,027.77 ",2996947
cea24784-2386-46f5-b32c-f14c1aa81a0f,9/30/2022,India,-0.57,386.72,Tornado," 722,128.03 ",219719
e2d5505c-97ad-4945-b0ad-bdbb4e60a601,2/8/2003,USA,0.58,355.36,Flood," 4,373,562.62 ",1296297
0860a613-86d8-450a-a2ba-feb6af518949,12/6/2018,Germany,-1.02,371.73,Drought," 958,099.10 ",3927658
03e5c1b1-f4f3-4830-a4d5-a77666f20aaa,8/16/2015,Canada,-1.89,351.42,Flood," 46,588.27 ",124190
00636e55-af3d-498e-8065-713e821f39f2,7/26/2009,Germany,1.01,400.14,Hurricane," 6,620,136.70 ",2128563
f4b60b19-41c6-432c-83d5-a50c9a3eb9b6,2/19/2007,Canada,-0.94,364.36,Tornado," 8,642,976.57 ",4768545
caea3ff8-8650-459c-a807-a54f4912ab38,9/14/2000,Russia,1.26,374.59,Wildfire," 1,101,944.90 ",4384118
3f5534e1-917a-4978-ac0d-748bfb8bc8da,5/6/2014,India,1.62,356.47,Tornado," 4,211,156.51 ",512028
2a3950d7-1083-4f84-a0d2-7942ad42e36c,4/3/2011,Germany,-0.99,364.7,Flood," 7,756,404.09 ",2536825
f3979058-f499-43a0-930f-8b7e75543498,2/7/2019,Australia,1.15,404.42,Hurricane," 3,414,149.53 ",4328531
38686d93-e8fc-4d5b-bf68-a731e4c0df50,7/29/2018,China,-1.23,372.29,Wildfire," 8,176,704.53 ",1527526
6df350e1-329f-4ce0-8fcf-85ea1a414cd5,1/18/2014,Australia,-0.24,360.04,Heatwave," 8,206,462.31 ",3254601
949dedcb-92b6-4d87-b3ae-aa834613bb9e,9/15/2005,Germany,-1.44,386.7,Hurricane," 9,028,204.43 ",188976
3c825776-d669-4a86-b862-ce64798c7cdb,1/29/2021,France,1.48,358.45,Hurricane," 4,906,403.73 ",360158
5c5ea2bd-4d1f-49fe-b807-8386f6e740b8,10/2/2003,Russia,1.65,384.35,None," 311,895.69 ",3417820
